uid:uuid,category_id:uuid,native_word:text,foreign_word:text
e5ccce79c9e0438d8a0ac75b034018c0,40c8b999f3464478921eb88015f93e67,to hear,entendre
d42f1b3705f2486fb3fc19b8e5d60f08,40c8b999f3464478921eb88015f93e67,depend,dépendre
91c8a214f3cd450b85a72fdd110f0ebd,40c8b999f3464478921eb88015f93e67,hate,haïr
abd1173ebbbf40b09d60c4621f901220,471e38ecb46e43f892d99dd6974a741b,to endure,tolerar
6c238dfe8e674252a8a10d637c182b5f,471e38ecb46e43f892d99dd6974a741b,breathe,respirar
77b1ab6e50ce42d9b76e0879abd7c498,471e38ecb46e43f892d99dd6974a741b,hurt,ofender
18c306edb9844a1994d647ce1be740a8,471e38ecb46e43f892d99dd6974a741b,drive,llevar
ff868026fe6e484cb569893e0c65431a,471e38ecb46e43f892d99dd6974a741b,watch,ver
f5e3ddb1f3154839a37c60afb5a7fdeb,471e38ecb46e43f892d99dd6974a741b,to see,ver
4a53ad4facfc4461944d263cdf4a3c1a,471e38ecb46e43f892d99dd6974a741b,keep,mantener
afb34469fef54ce09190d795d8e02d35,471e38ecb46e43f892d99dd6974a741b,twirl,voltear
7eb426ec77d14ddb87515be867b9ed4f,471e38ecb46e43f892d99dd6974a741b,to hear,escuchar
a53efbf027164832ac1932cdad8e9205,471e38ecb46e43f892d99dd6974a741b,depend,depender
c45dadc9b08d4dc3aeb21b1f188bd0e6,471e38ecb46e43f892d99dd6974a741b,hate,odiar
00f15cd852444efba1754534c44b9e13,b60245d6bc264a0cad2f87832ae344d4,to endure,sopportare
cb8d5b06a41b4e0998a5e314afa277db,b60245d6bc264a0cad2f87832ae344d4,breathe,respirare
2728671ba50a4c3a84d7c9ac98a6a3d7,b60245d6bc264a0cad2f87832ae344d4,hurt,offendere
aca3a80e097e499c898b98938e2e71f2,b60245d6bc264a0cad2f87832ae344d4,drive,perseguiteranno
683235e6b6f14b7d8acef405b7311b1f,b60245d6bc264a0cad2f87832ae344d4,watch,guardare
12b1ae26a9364abc8d85d3c7db0f92a2,b60245d6bc264a0cad2f87832ae344d4,to see,vedere
becd34857b1848ffb7b9e136830f6756,b60245d6bc264a0cad2f87832ae344d4,keep,tenere
182f235c8f9b43a09e57a7577a1eaacf,b60245d6bc264a0cad2f87832ae344d4,twirl,girare
20a13e35ee0445198e3baf68e4aac868,b60245d6bc264a0cad2f87832ae344d4,to hear,sentire
6eae6d72ef3a4ef68e876e66eb5386f6,b60245d6bc264a0cad2f87832ae344d4,depend,dipendere
cef932efd6b440fa8e48157ff32905b5,b60245d6bc264a0cad2f87832ae344d4,hate,odiare
62a3ae2ff6e8409f91e1801eedbd05e0,39231f476cc44f168b3798922bc51c9a,ertragen,терпеть
d98a7fd442794f2ca179be50a6b2e084,39231f476cc44f168b3798922bc51c9a,atmen,дышать
a52e0bc8ac0a47d5bd9c8848f8147216,39231f476cc44f168b3798922bc51c9a,beleidigen,обидеть
577efa28e280420aa7c2e9858d3b9e2e,39231f476cc44f168b3798922bc51c9a,jagen,гнать
ac8d5c6f433a4810ab34d2a5eb006207,39231f476cc44f168b3798922bc51c9a,sehen,смотреть
af4d80cb13474631a4c58bd207758541,39231f476cc44f168b3798922bc51c9a,sehen,видеть
80ad7664bf4c4627821501d7b47c716e,39231f476cc44f168b3798922bc51c9a,halten,держать
999d1ff816a64254850a4cbc736c006b,39231f476cc44f168b3798922bc51c9a,drehen,вертеть
1ab6ea45de564a558d403999aae81d44,39231f476cc44f168b3798922bc51c9a,zu hören,слышать
994756d28fef4f4392f4090b713063c5,39231f476cc44f168b3798922bc51c9a,abhängig,зависеть
41a3b2b33ecf4ff6b1ec21a8f929aff1,39231f476cc44f168b3798922bc51c9a,hassen,ненавидеть
82bf31affbaf4e3c89b039707a906277,6b83a720df1a456288486f4cd2fd8ed9,ertragen,to endure
43631bb8cc60478ca48a4e536206c1ff,6b83a720df1a456288486f4cd2fd8ed9,atmen,breathe
d3b9d04d6ae44683b37a62238d85f77e,6b83a720df1a456288486f4cd2fd8ed9,beleidigen,hurt
59a49f875ccd450bb8208dde61bd6f51,6b83a720df1a456288486f4cd2fd8ed9,jagen,drive
50d369007ae5445ab780de8b81d72366,6b83a720df1a456288486f4cd2fd8ed9,sehen,watch
9febf6c879904488a38489240fe7ceb4,6b83a720df1a456288486f4cd2fd8ed9,sehen,to see
de22ea70921e412b8d2b665586a11efe,6b83a720df1a456288486f4cd2fd8ed9,halten,keep
1c85f8341d124ef79e1c859b377fa0c0,6b83a720df1a456288486f4cd2fd8ed9,drehen,twirl
44ed8d6b11cd4acd857e23798ae29d25,6b83a720df1a456288486f4cd2fd8ed9,zu hören,to hear
fd2f48d6ff4f45ba98a3c82213a6aec2,6b83a720df1a456288486f4cd2fd8ed9,abhängig,depend
e7acced24ff24421ad4dc0a3fbfcb21e,6b83a720df1a456288486f4cd2fd8ed9,hassen,hate
2754040b0091429a92375dafd1fbe2cb,70536955e3e148b38731259a08826008,ertragen,tolérer
c59e62782c714272ac134ae29e08b4a8,70536955e3e148b38731259a08826008,atmen,respirer
b421d1aa2f5e4c75a54eff93ec5b97b3,70536955e3e148b38731259a08826008,beleidigen,offenser
976e5bd99d0343d397ea0d11a46195bd,70536955e3e148b38731259a08826008,jagen,conduire
9499d5ac40434a14bcef203ccad96fab,70536955e3e148b38731259a08826008,sehen,regarder
d690847c1a38488b967d9250ff5caaa3,70536955e3e148b38731259a08826008,sehen,voir
75b81e94158b458a87ee2b8cdec1e59f,70536955e3e148b38731259a08826008,halten,garder
17093774407b4c978602c3f07d927ac6,70536955e3e148b38731259a08826008,drehen,tournoyer
c51d724376234d02a293d8f404892a4f,70536955e3e148b38731259a08826008,zu hören,entendre
40282412db7843b2a1bb203da43428bb,70536955e3e148b38731259a08826008,abhängig,dépendre
49eb936493cd4a29be8252cb309508d0,70536955e3e148b38731259a08826008,hassen,haïr
e29cfa2c50584816b1f96fc845685bfe,e3c5367522b94495a5d9feb41de629ac,ertragen,tolerar
855c072b32cd45e69e771d323bbd2d2e,e3c5367522b94495a5d9feb41de629ac,atmen,respirar
114b63bdc436453381482904622bcd70,e3c5367522b94495a5d9feb41de629ac,beleidigen,ofender
16b5b3d3be41496abfb4e2b47ed3d13c,e3c5367522b94495a5d9feb41de629ac,jagen,llevar
e27a96a78b7c49138e7ba010fba3d2e0,e3c5367522b94495a5d9feb41de629ac,sehen,ver
cd115df261a448058abdde2301998f9c,e3c5367522b94495a5d9feb41de629ac,sehen,ver
70a9d568c89c4d4390acc184e1491836,e3c5367522b94495a5d9feb41de629ac,halten,mantener
89e420efa833444e828909d21b8c86f8,e3c5367522b94495a5d9feb41de629ac,drehen,voltear
aa1a63be5d0947b49afca1dbdf1d6931,e3c5367522b94495a5d9feb41de629ac,zu hören,escuchar
00e31376ca08441e8907be79dc1fbba6,e3c5367522b94495a5d9feb41de629ac,abhängig,depender
c1285a83277442d1be7468c63e5edf7f,e3c5367522b94495a5d9feb41de629ac,hassen,odiar
31d65415712244ecb53b0921f6b56b25,2d9c3a53e22e4d939af417ecea564898,ertragen,sopportare
b555f4a9f21f43629f0e493b02ee1925,2d9c3a53e22e4d939af417ecea564898,atmen,respirare
2b6be150fd524fc4a0531c93871c5a96,2d9c3a53e22e4d939af417ecea564898,beleidigen,offendere
5badfd09c2b644cea9d007f06b8d0ce7,2d9c3a53e22e4d939af417ecea564898,jagen,perseguiteranno
c2665b1d03bd418386f85a9c778b3cb9,2d9c3a53e22e4d939af417ecea564898,sehen,guardare
ae90062f070f489e8669dcfbc1bfb9ad,2d9c3a53e22e4d939af417ecea564898,sehen,vedere
a4b74be35dde4055bb0e119e20b6670d,2d9c3a53e22e4d939af417ecea564898,halten,tenere
b9564c27a654439fa231db12855f0785,2d9c3a53e22e4d939af417ecea564898,drehen,girare
c56752c846b14cb59af671c583eae59b,2d9c3a53e22e4d939af417ecea564898,zu hören,sentire
c5e0a40328b3488f9a1ee9518b6e7a53,2d9c3a53e22e4d939af417ecea564898,abhängig,dipendere
f125ec9138ad491d959aee70ca4a4b7c,2d9c3a53e22e4d939af417ecea564898,hassen,odiare
01841ced5612447bb156f27d0d34a3c9,a1811d6ed8054f6cb1545a97236d0075,tolérer,терпеть
e04911fe924041e9a21b8be2b0b981de,a1811d6ed8054f6cb1545a97236d0075,respirer,дышать
f5ef898ef6154e0cb0c3cae1b68a7c19,a1811d6ed8054f6cb1545a97236d0075,offenser,обидеть
403c2c37374b4c95ab6ade9a3c98dafd,a1811d6ed8054f6cb1545a97236d0075,conduire,гнать
bb27d3a6dd7b4930a258d171e924312b,a1811d6ed8054f6cb1545a97236d0075,regarder,смотреть
3e2c30b6252e4b1aae70a044e39acd65,a1811d6ed8054f6cb1545a97236d0075,voir,видеть
09814568ecaa495a939f4ab30cc2bd14,a1811d6ed8054f6cb1545a97236d0075,garder,держать
fc7fe76ce05b479aaf2bf94deb808fc5,a1811d6ed8054f6cb1545a97236d0075,tournoyer,вертеть
d2a2cd1cf8cc4e559174a592aff1a500,a1811d6ed8054f6cb1545a97236d0075,entendre,слышать
b022e9b6c5ff4d5e80ce144af0b08fbd,a1811d6ed8054f6cb1545a97236d0075,dépendre,зависеть
bc9f9fee08c04cb6bf656eb3eab5245e,a1811d6ed8054f6cb1545a97236d0075,haïr,ненавидеть
04b325d942fc44459d39f039a423e089,68ad50ca4d244f61a6dd829426629be4,tolérer,to endure
5a8af107aa5448d3bf8aa29b339e6606,68ad50ca4d244f61a6dd829426629be4,respirer,breathe
6dfc28f981c7459399428717b8dc379a,68ad50ca4d244f61a6dd829426629be4,offenser,hurt
ddcc2f8543d54d9e83966bcdb7a71ebf,68ad50ca4d244f61a6dd829426629be4,conduire,drive
77f61c0f19f14580b70b55c19dd75498,68ad50ca4d244f61a6dd829426629be4,regarder,watch
ecdb49e7d5f94aa5ae3c441116bbb43b,68ad50ca4d244f61a6dd829426629be4,voir,to see
2ffa3cf75dad497babd6a5e3b62ffb9e,68ad50ca4d244f61a6dd829426629be4,garder,keep
a16cf60b6ed14931bb9081d295d7b17d,68ad50ca4d244f61a6dd829426629be4,tournoyer,twirl
310baeff4a7f4068823c67654bb0f182,68ad50ca4d244f61a6dd829426629be4,entendre,to hear
4601c849883c48c8817126dcb9375f05,68ad50ca4d244f61a6dd829426629be4,dépendre,depend
780e18de285443f6ab563b2b23587f8c,68ad50ca4d244f61a6dd829426629be4,haïr,hate
82202f360ef74eaf845905e16f5b3042,ac2cb6323b5b473e840ddbf0037687c2,tolérer,ertragen
cfeb90de2d274e49b2ef1c8c4bc79fb3,ac2cb6323b5b473e840ddbf0037687c2,respirer,atmen
b80a7a259ef048e6b81258dd389ad41e,ac2cb6323b5b473e840ddbf0037687c2,offenser,beleidigen
4bd14298580648a3bbd9dc0e790a6cac,ac2cb6323b5b473e840ddbf0037687c2,conduire,jagen
fe67c7c83e354189b46fb7a8c387fae3,ac2cb6323b5b473e840ddbf0037687c2,regarder,sehen
ab245c1d7b2b4979a79a6b1c7b8dccc0,ac2cb6323b5b473e840ddbf0037687c2,voir,sehen
f706f040d4064f1b936b2bcb70fbd1e2,ac2cb6323b5b473e840ddbf0037687c2,garder,halten
22933aec1d604c34a63073aba1b3e100,ac2cb6323b5b473e840ddbf0037687c2,tournoyer,drehen
a45582076bd84563b91801fd797d547d,ac2cb6323b5b473e840ddbf0037687c2,entendre,zu hören
29a75f9be8784e12b7ae43d561370013,ac2cb6323b5b473e840ddbf0037687c2,dépendre,abhängig
fc58ca6d7c5a4e74994492509a790f6a,ac2cb6323b5b473e840ddbf0037687c2,haïr,hassen
5f385ae6cd1a4d108b7ee481178c54e4,7acf162833074b41b8e3be0f8a9020b4,tolérer,tolerar
c96335554904410d9861083bf995dae0,7acf162833074b41b8e3be0f8a9020b4,respirer,respirar
14699a1e4f8b4d2eae9b0ce959120d35,7acf162833074b41b8e3be0f8a9020b4,offenser,ofender
01f8ae4d5e84454aac0a0a7cb3dcf906,7acf162833074b41b8e3be0f8a9020b4,conduire,llevar
672c5fcd728f4297a86aa64b2b243a90,7acf162833074b41b8e3be0f8a9020b4,regarder,ver
925b31e30f01471b8e0878608c091570,7acf162833074b41b8e3be0f8a9020b4,voir,ver
2a19cf4b4dfd4a41b6ed4bdc699740a2,7acf162833074b41b8e3be0f8a9020b4,garder,mantener
d81533697fb54c6c9fc2736d381ef7b4,7acf162833074b41b8e3be0f8a9020b4,tournoyer,voltear
296fae603dc1462692a13988ae594bd8,7acf162833074b41b8e3be0f8a9020b4,entendre,escuchar
3cc39fdf321a4cd6b9811eb808dac08e,7acf162833074b41b8e3be0f8a9020b4,dépendre,depender
b732ff43633745a79ffaa2ea4243bf19,7acf162833074b41b8e3be0f8a9020b4,haïr,odiar
02497071dc89461298017c890f8388d7,901e46e2c42c41978ef6957050140a59,tolérer,sopportare
26559f42c89d4a9dbb9f7434b0efccdb,901e46e2c42c41978ef6957050140a59,respirer,respirare
d1d3bcdc5b6d46689ea17c9268b4b853,901e46e2c42c41978ef6957050140a59,offenser,offendere
47de3583bb9f433b872fa202734a72d6,901e46e2c42c41978ef6957050140a59,conduire,perseguiteranno
ff4d9e71180547deb6e4dfb27a660943,901e46e2c42c41978ef6957050140a59,regarder,guardare
af345d7cfa6d478fb7141047675f23d3,901e46e2c42c41978ef6957050140a59,voir,vedere
7489255ec4674b1ab750e2ee34265e8a,901e46e2c42c41978ef6957050140a59,garder,tenere
4bd4eb1e402c43aba30fc98e06563383,901e46e2c42c41978ef6957050140a59,tournoyer,girare
b21b8b5ed36243f38818482d15e70cb5,901e46e2c42c41978ef6957050140a59,entendre,sentire
e89eef8617554d51b880a10989aa9f0c,901e46e2c42c41978ef6957050140a59,dépendre,dipendere
0423c83f9c6343f0b3aca3a1b830a75d,901e46e2c42c41978ef6957050140a59,haïr,odiare
bf4e60d829e64ec4ba7145b02ceb58a3,921c2f08d6b74f0baf5207f50e082cf1,tolerar,терпеть
9df3a71b8b584f2290032042a4300e9f,921c2f08d6b74f0baf5207f50e082cf1,respirar,дышать
87016266fc464d4aa98033db422c337d,921c2f08d6b74f0baf5207f50e082cf1,ofender,обидеть
0c1c4483f73246aaa80c5da468f91a98,921c2f08d6b74f0baf5207f50e082cf1,llevar,гнать
3e4c9f670d79411d8c18a2706bab7788,921c2f08d6b74f0baf5207f50e082cf1,ver,смотреть
d5990da8e57e4bb9b14e113c6138f22b,921c2f08d6b74f0baf5207f50e082cf1,ver,видеть
435fa42236844704a236bd9e4973f8ec,921c2f08d6b74f0baf5207f50e082cf1,mantener,держать
50a9167a212a40a2bf39fb74c70ddb90,921c2f08d6b74f0baf5207f50e082cf1,voltear,вертеть
feb501adbce84a7583d9162d94135b43,921c2f08d6b74f0baf5207f50e082cf1,escuchar,слышать
4a4cc5b4dce048f4bff86dca8211e343,921c2f08d6b74f0baf5207f50e082cf1,depender,зависеть
d424b8c4582a450bb4b74686604bb0ae,921c2f08d6b74f0baf5207f50e082cf1,odiar,ненавидеть
a7f53698e8364009b53e11cafbf9c2a7,747e82306e234d7484cb209d47f26e4c,tolerar,to endure
1e0f0b7e307e4cf582924d074ab7d09a,747e82306e234d7484cb209d47f26e4c,respirar,breathe
302f22b4ad4d48409ae4647b2a2b2761,747e82306e234d7484cb209d47f26e4c,ofender,hurt
94e6cb7bc6e34b27b982f033b9b31d63,747e82306e234d7484cb209d47f26e4c,llevar,drive
90453e91c1374855bdf61d1a6c5e2d93,747e82306e234d7484cb209d47f26e4c,ver,watch
9f8c5e1944e648f1b785ade111c38edc,747e82306e234d7484cb209d47f26e4c,ver,to see
405405737792436a8f9c80e071c647e8,747e82306e234d7484cb209d47f26e4c,mantener,keep
8389bdf5eeb443258ebca950675c2827,747e82306e234d7484cb209d47f26e4c,voltear,twirl
37ec27f80dbb401d86aceac98363c084,747e82306e234d7484cb209d47f26e4c,escuchar,to hear
a817178149c3422890fbd789051f49ef,747e82306e234d7484cb209d47f26e4c,depender,depend
671c72a93e3a4b5abad516ec5d222da8,747e82306e234d7484cb209d47f26e4c,odiar,hate
9f3770fe943d4914a537e6dfe75ea22f,95aacd09878f47f596aae8008da68b83,tolerar,ertragen
535cba2a573742e4b5a543960faff918,95aacd09878f47f596aae8008da68b83,respirar,atmen
ff958d7f7bfb4a2aa98e201122e2b046,95aacd09878f47f596aae8008da68b83,ofender,beleidigen
be250d49dbb64a67986f693fa5b4292d,95aacd09878f47f596aae8008da68b83,llevar,jagen
fabd58fc456d4742a8a6fcf7174d09fb,95aacd09878f47f596aae8008da68b83,ver,sehen
747451a5fdbc4dbd9990bf13ad516874,95aacd09878f47f596aae8008da68b83,ver,sehen
ba32202978c44899b110e8dc05194eec,95aacd09878f47f596aae8008da68b83,mantener,halten
e6c5911a72bf4e8c8be15be39f5f4a0a,95aacd09878f47f596aae8008da68b83,voltear,drehen
0a1ddc46111f47e1b421c26d5505083e,95aacd09878f47f596aae8008da68b83,escuchar,zu hören
917f94ae74a1477c83108924cde58f51,95aacd09878f47f596aae8008da68b83,depender,abhängig
b309e75a65494d78a14c37a14495bb90,95aacd09878f47f596aae8008da68b83,odiar,hassen
419e2a56600a4e2bb0f7aaf80d026f9b,bb11443f343a45729111dced4a7e6d82,tolerar,tolérer
fc56a695a18f43bf9492d1fdbc239eef,bb11443f343a45729111dced4a7e6d82,respirar,respirer
25299b5eac2e4b09acc27268dd52bbf6,bb11443f343a45729111dced4a7e6d82,ofender,offenser
6959569893c347a1831a9cd4dc586048,bb11443f343a45729111dced4a7e6d82,llevar,conduire
15cec78a51304f1e9ff55a1af6a26742,bb11443f343a45729111dced4a7e6d82,ver,regarder
c91011af732e4ecdab8cea2418245685,bb11443f343a45729111dced4a7e6d82,ver,voir
516a2a7d42714c0ab3443d3e9bbe25ca,bb11443f343a45729111dced4a7e6d82,mantener,garder
999c8ea3da3f44d594e8131697addfb6,bb11443f343a45729111dced4a7e6d82,voltear,tournoyer
1c8b6bc35680482580ab235f34d523f8,bb11443f343a45729111dced4a7e6d82,escuchar,entendre
cd6b8beaf573402692052839ce587377,bb11443f343a45729111dced4a7e6d82,depender,dépendre
3a5eade77d8d4c2fa4f9479e4eb7597b,bb11443f343a45729111dced4a7e6d82,odiar,haïr
185afe2b1fcd42e4beb4c25ef65ab84a,591fade2dc734ea6820b1f4216c86bbe,tolerar,sopportare
6809c654ef704e299494dd0475f6b164,591fade2dc734ea6820b1f4216c86bbe,respirar,respirare
2c44f51248b043daab421bd684dd8c3b,591fade2dc734ea6820b1f4216c86bbe,ofender,offendere
a2ea174bf3014afea436596f0c3935f6,591fade2dc734ea6820b1f4216c86bbe,llevar,perseguiteranno
6cf50688122744269777a6975e83504f,591fade2dc734ea6820b1f4216c86bbe,ver,guardare
318f42d50a494b26b754983c57dc9a19,591fade2dc734ea6820b1f4216c86bbe,ver,vedere
